POS	pi	h	depth
15253	0.31902460139961036	0.4970639757591744	167
15517	0.17402370990237087	0.3158302038226156	240
15983	0.1885104919160647	0.33502088613564057	153
16515	0.22512010981468764	0.3819133134069745	94
16630	0.22252680803031533	0.3798377290853588	158
17105	0.16209150326797397	0.2984358127031066	136
17109	0.1486868686868687	0.2787693717685874	100
17197	0.16209150326797397	0.2984358127031066	136
17320	0.08435681965093716	0.18031902555609897	273
17334	0	NA	258
17362	0.141012048192771	0.2688895909234597	250
17377	0.21511157738290396	0.3711124064870317	303
17381	0.1840345265606588	0.32991176148046447	362
17410	0	NA	349
17634	0.1132674410215713	0.22663787008367237	167
18163	0	NA	59
18492	0	NA	6
18894	0	NA	139
19368	0.418552036199095	0.6007684150358609	52
19955	0	NA	61
19983	0.24553571428571427	0.40609642111261135	64
19988	0.3834234234234234	0.5659676430652341	75
19989	0.45614035087719296	0.6236548495681085	19
20055	0	NA	39
20405	0.21202854230377163	0.36546010215655417	109
20445	0.345503355704698	0.5269079614313803	150
21037	0.14209401709401703	0.26985995197686635	144
21101	0.31423691973296086	0.49051877240857744	114
21220	0.20803253685815953	0.3617885534002602	281
21270	0.08648035182295366	0.1838655432923596	266
21345	0.10792720431274658	0.21879192487727891	333
21609	0.5000343997248022	0.6902546124476516	171
21618	0.0229885057471265	0.0627602166108864	87
21622	0	NA	94
21624	0	NA	88
21632	0.5028571428571428	0.69313085394048	175
21653	0.16547497446373846	0.30227778701409236	89
21711	0	NA	81
21736	0.18685567010309273	0.331825852184937	97
21764	0.5025380710659898	0.6931471805599453	198
21770	0	NA	4
21875	0.2437318949155929	0.4064945721890275	142
21940	0.22977916271507928	0.38856232726017775	122
21941	0.021276595744680764	0.05891443266093149	94
21987	0.1131186174391201	0.2261453774932627	134
21990	0.5029055451590663	0.6925357791108201	143
21993	0.6	0.6730116670092565	5
22000	0.2214569536423841	0.37837788724165733	151
22032	0.08557213930348258	0.18182028230491803	135
22033	0.10780141843971625	0.2178948805417715	141
22034	0.17556594488188976	0.3748035234985547	128
22132	0.14657814096016336	0.27546390547308425	89
22157	0.21071115013169456	0.362210557135449	68
22193	0.5029940119760479	0.6931471805599453	168
22200	0	NA	84
22208	0	NA	83
22295	0	NA	111
23222	0	NA	45
23271	0	NA	92
23334	0.24230769230769222	0.4021608717849551	65
23403	0	NA	216
23423	0.006993006993007002	0.023266578733959632	286
23486	0.358139534883721	0.5423489422439274	301
23525	0.04221568212565973	0.11336657473670192	559
23599	0.0035273368606702805	0.01294440379300514	567
23604	0	NA	567
23666	0.10705961957747524	0.21733095648174244	283
23854	0.0625	0.13906079845474112	32
23948	0	NA	36
24378	0	NA	13
24424	0.03635537377868656	0.09176463452813267	163
24469	0.013793103448275886	0.04119501732440828	145
24872	0.14245014245014234	0.2640520518256287	27
24990	0	NA	7
25000	0	NA	5
25207	0	NA	49
25262	0.3534361851332399	0.5341593666871499	93
25555	0.2728465296834215	0.44409808975634113	670
25572	0.09817257840973266	0.20335362151106304	484
25584	0.030012674271229414	0.07875614082924806	526
25587	0.26429299898014263	0.43364855300030813	633
25797	0.16299501704694475	0.29954227919151627	124
25963	0.4411038961038961	0.7773475062070829	176
26060	0	NA	137
26227	0.0840584073460786	0.17994798261130365	365
26270	0	NA	326
26299	0.16650034858447366	0.305727821782091	383
26309	0.07496131228721747	0.1643967570485273	360
26310	0.1681016810168102	0.30771493356949325	271
26325	0.2816901408450703	0.45431946876112594	355
26529	0	NA	7
26577	0	NA	5
26681	0	NA	6
26709	0	NA	9
26833	0	NA	7
27097	0.3671830177854275	0.5488743844849944	84
27259	0	NA	53
27382	0	NA	5
27383	0	NA	5
27384	0	NA	5
27807	0	NA	54
27810	0	NA	59
27906	0.0848427980852916	0.1812872789289171	384
28022	0.4116705146346914	0.6010675066111784	464
28214	0.19645484949832773	0.34651533691866615	300
28253	0.08233486943164349	0.17692035111794388	280
28265	0.11273998426032697	0.22649691530585037	468
28269	0.07920399886824483	0.17178566017125824	461
28271	0.0402873904159251	0.10002826522330649	390
28311	0.0256374295251185	0.06919386520066194	463
28517	0.28465019143752157	0.4568177099153825	170
28705	0.15437635728448687	0.2885119797256713	357
28881	0	NA	37
28882	0.2272727272727273	0.45335096171352485	33
28883	0.13588850174216033	0.25731864054383163	42
28958	0	NA	34
29324	0.4403481822836661	0.6249402748692627	63
29377	0.3316326530612245	0.5060089689474294	49
