POS	pi	h	depth
12679	0.11862112889101194	0.23485482790693674	159
12789	0.010416666666666642	0.03257753475222791	192
12815	0	NA	24
12880	0.06666666666666675	0.1461447460085638	30
13123	0.3712660028449502	0.5474124685254984	38
13339	0	NA	32
13360	0.45977011494252873	0.6365141682948128	30
13839	0.27378435517970395	0.438159320026818	44
13914	0.38372093023255816	0.5623351446188083	44
14000	0.3265306122448978	0.5004024235381879	50
14432	0.3036621224271586	0.47726799422044697	87
14625	0.16550116550116548	0.3019441816470201	78
14657	0.14209401709401703	0.26985995197686635	144
14703	0.39400740657614197	0.7110046566213741	134
14822	0.4796238244514107	0.6670936741211575	88
14850	0.27853881278538817	0.4468678587918433	73
14965	0.15587905935050408	0.2889343794280412	95
15019	0.14214046822742474	0.2691067526461698	92
15026	0.13796192609182525	0.2630662524692844	95
15032	0.14657814096016336	0.27546390547308425	89
15061	0.1552085317082461	0.2890754842918862	178
15157	0.31332227750138186	0.48996048842705753	135
15245	0.23407335907335894	0.3937871040507973	112
15372	0.297121062992126	0.4709192972562547	128
15392	0.10229584423132806	0.20945079168817338	186
15433	0.28209961878429907	0.4542170274611901	219
15442	0.11882547951693102	0.23543176050976122	206
15517	0.3300313888549183	0.5102328441911395	222
15905	0.12792689891490575	0.2483328967315826	103
15983	0.3663157894736842	0.5474124685254984	76
16377	0.1640765943978477	0.30227778701409236	356
16461	0.07008949599623171	0.15590131660414658	386
16501	0.2593220338983052	0.42270908780599087	60
16515	0.41926883043634305	0.7241168934050609	198
16549	0.21477121701158136	0.37037582561906895	230
16597	0.1528599605522682	0.2856519945852223	169
16630	0.34461704229146095	0.5270056789133882	259
16637	0.17242157526517707	0.3134748622533834	211
16796	0.16358325219084713	0.2993044143335636	79
16800	0.3327311050888286	0.5103802302865448	82
16816	0.3209876543209877	0.4969603633261065	81
16887	0.3957528957528958	0.5811158380314033	112
17044	0.11554160125588685	0.23032354087587759	196
17059	0.1459298639223528	0.2758723292504366	203
17105	0.3574074074074075	0.6559832372854432	81
17140	0.13646565913511896	0.2617644829090154	164
17171	0.11145510835913304	0.22371807606583377	153
17261	0.188558352402746	0.3345324276231762	115
17304	0.11402582974586853	0.22841324992647988	380
17322	0.07358437188249126	0.16201027663204337	367
17334	0.5719603865887126	0.9296650623390703	290
17359	0.08013937282229948	0.1732052067491771	288
17381	0.06693617021276577	0.15030039209962637	376
17384	0.07061911336513865	0.15683194932276567	383
17410	0.005128205128205209	0.017858624591446954	390
17523	0.1009033121445299	0.20743203963213966	245
17809	0.2017364657814098	0.35142028799241903	89
17846	0.3109090909090908	0.4862229646617922	100
18028	0.16358325219084713	0.2993044143335636	79
18138	0.24118811881188115	0.4024392402317307	101
18163	0	NA	81
18267	0.5072463768115941	0.6791932659915256	24
18492	0	NA	23
18894	0	NA	50
18960	0.13540674918015436	0.25996582492784637	138
19097	0.5035087719298246	0.6900275917730929	76
19368	0.4824561403508772	0.6669088796588934	57
19733	0.2789115646258502	0.4450450518184774	49
19955	0	NA	53
19983	0.4062745098039216	0.5876929781664841	51
19988	0.2544326241134751	0.4154129738607282	48
20055	0.17943548387096775	0.37080235808948786	32
20385	0.10756148011951273	0.21798192623205792	229
20405	0.2941857260953431	0.4683632224098034	191
20445	0.3869701726844585	0.5732702718839667	196
20522	0.16449029651540295	0.30212200292473623	167
20537	0.16908212560386474	0.30849545083110386	162
21066	0.20102274731088002	0.35098598867211755	107
21075	0.23370786516853925	0.39267446722755217	90
21101	0.45995085995085994	0.6482791673644765	111
21133	0.15889896778229584	0.29396573329114434	139
21270	0.20788121073672178	0.3599028242443022	103
21609	0.5046888320545608	0.6905193791272948	69
21618	0	NA	36
21622	0	NA	38
21624	0	NA	36
21632	0.5064935064935064	0.6931471805599453	78
21653	0.3829787234042553	0.5623351446188083	48
21711	0.0714285714285713	0.15407610367102942	28
21764	0.509090909090909	0.6931471805599453	56
21875	0.34899034240561894	0.527651463487936	68
21941	0	NA	36
21979	0.4129943502824858	0.5960740318257864	60
21987	0.08502415458937188	0.17884491271684755	46
21990	0.5007112375533428	0.6806294878916634	38
21993	0.5357142857142857	0.6615632381579821	8
22000	0.360576923076923	0.5402041423888608	65
22032	0	NA	61
22033	0.03333333333333335	0.08476607571480994	60
22034	0.16969696969696968	0.3615726351677331	45
22111	0.35282258064516125	0.5253213195155949	32
22120	0.35020408163265304	0.5269079614313803	50
22193	0.5072463768115941	0.6930421569294483	69
22200	0	NA	40
22208	0	NA	38
22295	0	NA	62
22353	0	NA	16
23222	0	NA	33
23271	0	NA	98
23277	0.4844036697247706	0.6730116670092565	110
23321	0.20582731889869021	0.35672572310660544	87
23334	0.3762376237623763	0.5595994328465448	101
23367	0.09197324414715732	0.19281344985776788	208
23403	0	NA	145
23423	0.01960688679705407	0.055321344160042904	203
23486	0.418619934282585	0.6067254692073977	166
23525	0	NA	290
23599	0	NA	413
23604	0.004807692307692374	0.016897794165734926	416
23835	0.31762013729977107	0.6000311672600992	115
23854	0	NA	70
23887	0.27061672126477715	0.43911207123781926	119
23948	0	NA	24
23964	0.43448275862068975	0.6108643020548935	30
24378	0	NA	5
24424	0.03668767659204523	0.09255782530008334	215
24469	0.14575001586999292	0.27546390547308425	178
24488	0.16068870412767264	0.2975474787289982	387
24492	0.10858420593368234	0.2194494831741537	192
24517	0.06821362236979356	0.15259068000507195	397
24536	0.10654674392458714	0.21666382178128996	373
24672	0.2653301886792453	0.4333988732907457	160
24871	0.3667721518987343	0.5481810556897022	80
24872	0.5060814383923852	0.6910645689482917	62
24990	0.03333333333333335	0.08476607571480994	60
25000	0	NA	59
25191	0.26499143346659065	0.4318607758142447	103
25207	0	NA	91
25262	0.22197225346831645	0.37868100849398034	127
25555	0.4241299133359678	0.6142722417448208	467
25572	0.19166574960566377	0.339852079963041	234
25584	0.014980848347283464	0.0442600020458068	266
25587	0.30466275980053154	0.48147153276481125	332
25614	0.14157929661579297	0.269797006703298	275
25616	0.1034168287937743	0.21148568276927862	257
25699	0.15041479668162652	0.28216414057581135	172
25797	0.1291011454086584	0.25007403146624585	102
25963	0.3077477477477477	0.48135333581383566	75
25982	0.40993788819875776	0.5954002839805336	92
26060	0	NA	51
26257	0.08871091945171725	0.18764747799153836	302
26270	0.006993006993007002	0.023266578733959632	286
26299	0.3160936285936286	0.494839070909895	352
26309	0.17616273328725196	0.31881102098442593	247
26529	0	NA	11
26577	0	NA	6
26610	0.06666666666666675	0.1461447460085638	30
26654	0.42580645161290315	0.6024402635203422	31
26681	0.14285714285714288	0.25731864054383163	14
26709	0	NA	36
26833	0	NA	7
27259	0	NA	38
27382	0	NA	12
27383	0	NA	16
27384	0	NA	16
27791	0.3267355134825013	0.5036854613653327	84
27807	0	NA	62
27810	0.029411764705882158	0.07664880077618422	68
27906	0.1036114570361146	0.21168754464631545	220
28022	0.44379891487012046	0.6345381452796401	354
28048	0.141012048192771	0.2688895909234597	250
28134	0.2700140159947234	0.440094821601743	312
28147	0.22468939994713186	0.3829604307675954	195
28214	0.3555391976444607	0.5388713271510439	209
28242	0.16932153392330382	0.3092428890264206	226
28265	0.13640095536647254	0.26203132469905493	232
28269	0.11971772519717716	0.23685803096478275	220
28271	0.01273885350318464	0.03855448604303558	157
28311	0.009049773755656174	0.02894070967377299	221
28361	0.5019230769230769	0.6873371029105955	65
28363	0	NA	4
28364	0.5555555555555556	0.6869615765973234	9
28651	0.14208721215090642	0.2699701846576119	157
28698	0.14311270125223596	0.2711893730418441	130
28881	0	NA	49
28882	0.1980676328502416	0.34377956394459236	46
28883	0.17722473604826552	0.3165489716094417	52
28958	0	NA	30
29324	0.21157894736842112	0.36376719955974296	76
29353	0.2674111078460182	0.4340332753814761	83
29377	0.3697297297297298	0.5510799280869728	75
29386	0.3946465339739191	0.5791964371751537	94
29510	0	NA	58
