start	center	end	avg_pi	avg_h	avg_depth	cov_bin	avg_pi_z
6100	6600	7100	0.002630204734884467	0.00446924915868456	208.5	(182,215]	0.13369942113505182
6200	6700	7200	0.002340211202728714	0.003884762324201789	203.63636363636363	(182,215]	-0.1887365073660984
6300	6800	7300	0.003676378240018889	0.005902590745098951	161.53333333333333	(150,182]	1.2681045620195548
6400	6900	7400	0.004077584876519643	0.006485082988983912	154.6875	(150,182]	1.7002694550177986
6500	7000	7500	0.0040266279976675055	0.0064106318727076	144	(117,150]	1.3529605237836737
6600	7100	7600	0.003260918630680354	0.005014478325896144	88.63636363636364	(84.7,117]	0.9613523873282579
6700	7200	7700	0.0024914126267348265	0.0037913433107383773	59.125	(52.2,84.7]	1.0964950667446824
6800	7300	7800	0.0027675272672562927	0.004318953905906595	75.7	(52.2,84.7]	1.4201003947441682
6900	7400	7900	0.0033407679081120445	0.005254961671987286	102.38461538461539	(84.7,117]	1.0294918007032854
7000	7500	8000	0.003442544689205714	0.005463587114534343	108.42857142857143	(84.7,117]	1.116343058247275
7100	7600	8100	0.004654900313642152	0.007322125846643475	102.94444444444444	(84.7,117]	2.150907223485774
7200	7700	8200	0.004365583121330375	0.006991360284002856	104.61111111111111	(84.7,117]	1.9040182797467473
7300	7800	8300	0.003313751356610767	0.00546431053249104	118.125	(117,150]	0.7743194479619138
7400	7900	8400	0.0035899116668887242	0.005947159637428141	119.61111111111111	(117,150]	0.9984784255960115
7500	8000	8500	0.00397021363096233	0.00653020027698321	116.63157894736842	(84.7,117]	1.5666295643246317
7600	8100	8600	0.00397021363096233	0.00653020027698321	116.63157894736842	(84.7,117]	1.5666295643246317
7700	8200	8700	0.0041907837234733515	0.006905580624241937	114.25	(84.7,117]	1.7548531424857994
7800	8300	8800	0.003914669082951885	0.00637797002907372	111.16666666666667	(84.7,117]	1.5192306016871726
7900	8400	8900	0.0033414284420961336	0.005441962262993028	95.13333333333334	(84.7,117]	1.03005546764728
8000	8500	9000	0.003239651661002464	0.005233336820445973	88.57142857142857	(84.7,117]	0.9432042101032904
8100	8600	9100	0.0020272960365660263	0.00337479808833684	90.5	(84.7,117]	-0.09135995513520817
8200	8700	9200	0.0018514969498080354	0.0030588397981080556	92.44444444444444	(84.7,117]	-0.24137817732642028
8300	8800	9300	0.0015671616772374689	0.0025680611287227104	91.71428571428571	(84.7,117]	-0.4840157978278886
8400	8900	9400	0.0013771631515113892	0.0023091032501133457	74.42857142857143	(52.2,84.7]	-0.20940115890258662
8500	9000	9500	0.0011189354019798957	0.001889560490842	66.42857142857143	(52.2,84.7]	-0.5120431174307198
8600	9100	9600	0.0011189354019798957	0.001889560490842	66.42857142857143	(52.2,84.7]	-0.5120431174307198
8700	9200	9700	7.362163473199128e-4	0.001216499788501107	61	(52.2,84.7]	-0.9605884208633653
8800	9300	9800	7.362163473199128e-4	0.001216499788501107	61	(52.2,84.7]	-0.9605884208633653
8900	9400	9900	0.001060266980231305	0.001716902212039295	64.16666666666667	(52.2,84.7]	-0.5808022887202584
9000	9500	10000	0.001060266980231305	0.001716902212039295	64.16666666666667	(52.2,84.7]	-0.5808022887202584
9100	9600	10100	0.0015050814000074075	0.0024217432240508413	63.375	(52.2,84.7]	-0.059481449163560594
9200	9700	10200	0.0015050814000074075	0.0024217432240508413	71.88888888888889	(52.2,84.7]	-0.059481449163560594
9300	9800	10300	0.0015050814000074075	0.0024217432240508413	71.88888888888889	(52.2,84.7]	-0.059481449163560594
9400	9900	10400	0.0012890903471063377	0.0020529179350201056	73.71428571428571	(52.2,84.7]	-0.3126221569036523
9500	10000	10500	0.0010402424208390563	0.0016428016167316965	61.42857142857143	(52.2,84.7]	-0.604270997579505
9600	10100	10600	0.0010402424208390563	0.0016428016167316965	61.42857142857143	(52.2,84.7]	-0.604270997579505
9700	10200	10700	0.0010402424208390563	0.0016428016167316965	61.42857142857143	(52.2,84.7]	-0.604270997579505
9800	10300	10800	0.0010402424208390563	0.0016428016167316965	61.42857142857143	(52.2,84.7]	-0.604270997579505
9900	10400	10900	0.0016771048162518196	0.0027675271101980075	74.11111111111111	(52.2,84.7]	0.14212935253906483
10000	10500	11000	0.0016771048162518196	0.0027675271101980075	74.11111111111111	(52.2,84.7]	0.14212935253906483
10100	10600	11100	0.002782637357709177	0.004283817638574622	102.91666666666667	(84.7,117]	0.5532108684973907
10200	10700	11200	0.0030825550162165505	0.00475981973169454	121.75	(117,150]	0.5866576683117153
10300	10800	11300	0.004789000086297983	0.006782567880712711	115.25	(84.7,117]	2.2653413190267115
10400	10900	11400	0.004695456073418241	0.006665966192819727	124.6875	(117,150]	1.8958474343696532
10500	11000	11500	0.004695456073418241	0.006665966192819727	140.71428571428572	(117,150]	1.8958474343696532
10600	11100	11600	0.005103845672817975	0.0073762985725462785	145	(117,150]	2.2273367602097904
10700	11200	11700	0.00553561056754742	0.00810909251524267	147.16666666666666	(117,150]	2.5777997839637563
10800	11300	11800	0.00553561056754742	0.00810909251524267	153	(150,182]	3.270800596395181
10900	11400	11900	0.004951916718510538	0.0072626256544055376	220.31578947368422	(215,247]	1.6435130927682313
11000	11500	12000	0.005689217223551215	0.008369348072296718	243.47619047619048	(215,247]	2.2826093138993175
11100	11600	12100	0.004138870262317755	0.006148216531908558	276.4375	(247,280]	0.7071034469537806
11200	11700	12200	0.003838952603810382	0.005672214438788639	270.46666666666664	(247,280]	-0.7071034469537786
11300	11800	12300	0.0021325075337289487	0.003649466289770468	334	(312,345]	0.5965459148075548
11400	11900	12400	0.002173775302052636	0.0037025378911285703	322.6363636363636	(312,345]	0.8100661715405411
11500	12000	12500	0.002173775302052636	0.0037025378911285703	322.6363636363636	(312,345]	0.8100661715405411
11600	12100	12600	0.002079693160795976	0.0034810004072757385	327.2	(312,345]	0.32328329543380213
11700	12200	12700	0.001766549394957542	0.002983061292486283	344.6666666666667	(312,345]	-1.296928797251081
11800	12300	12800	0.0017769660616242086	0.0030156388272385105	337.3333333333333	(312,345]	-1.2430327560713614
11900	12400	12900	0.0014664135490036032	0.0023831225170797086	186.75	(182,215]	-1.1602883751148618
12000	12500	13000	7.291130439629255e-4	0.0012764000991885285	94.5	(84.7,117]	-1.1991649399090114
12100	12600	13100	7.291130439629255e-4	0.0012764000991885285	94.5	(84.7,117]	-1.1991649399090114
12200	12700	13200	0.0011003790468078758	0.0018238125677140268	86.42857142857143	(84.7,117]	-0.8823449453688222
12300	12800	13300	0.0011003790468078758	0.0018238125677140268	86.42857142857143	(84.7,117]	-0.8823449453688222
12400	12900	13400	0.0013410480381548988	0.0020862986413617587	72.25	(52.2,84.7]	-0.251727936944467
12500	13000	13500	0.0013410480381548988	0.0020862986413617587	72.25	(52.2,84.7]	-0.251727936944467
12600	13100	13600	0.0010267405800118243	0.0015975037454880397	72.14285714285714	(52.2,84.7]	-0.6200951046288143
12700	13200	13700	9.081194511208122e-4	0.001362648917581103	57.666666666666664	(52.2,84.7]	-0.7591186248954296
12800	13300	13800	8.977027844541456e-4	0.001330071382828875	30.8	(19.4,52.2]	-0.5749378490960194
12900	13400	13900	0.0011048204729671828	0.0016220859568471294	36	(19.4,52.2]	-0.46425617637841315
13000	13500	14000	0.001488541403199741	0.0021844211014659374	37.6	(19.4,52.2]	-0.2591994537015276
13100	13600	14100	0.0018150720154446389	0.002684823525004125	39.666666666666664	(19.4,52.2]	-0.08470467917871109
13200	13700	14200	0.0014438060125996888	0.002137411056478627	40	(19.4,52.2]	-0.283105610132863
13300	13800	14300	0.0014438060125996888	0.002137411056478627	40	(19.4,52.2]	-0.283105610132863
13400	13900	14400	9.840358976571598e-4	0.001500896888183814	46	(19.4,52.2]	-0.5288022754092429
13500	14000	14500	0.0012876980200843184	0.0019781648824042613	56.25	(52.2,84.7]	-0.31425395897612546
13600	14100	14600	0.0012876980200843184	0.0019781648824042613	56.25	(52.2,84.7]	-0.31425395897612546
13700	14200	14700	0.001595293202679501	0.0025499690160281476	74.5	(52.2,84.7]	0.04624644682194081
13800	14300	14800	0.001989300609255643	0.003260973672649522	83	(52.2,84.7]	0.5080216565627174
13900	14400	14900	0.002473678891312738	0.003936775885535705	87.25	(84.7,117]	0.2895610355291296
14000	14500	15000	0.002245837020430684	0.0036633751203449375	93.625	(84.7,117]	0.09513208233724531
14100	14600	15100	0.0025011954751734456	0.004259685091687174	104.81818181818181	(84.7,117]	0.3130423235590352
14200	14700	15200	0.0028145177526748273	0.004749645580114231	107.33333333333333	(84.7,117]	0.5804160165086792
14300	14800	15300	0.0030485911117481865	0.005143432684165029	107.6923076923077	(84.7,117]	0.7801626126832718
14400	14900	15400	0.0034480080189716405	0.005823802773109457	114.26666666666667	(84.7,117]	1.1210051929252378
14500	15000	15500	0.003545270994845712	0.006036183566859961	128.25	(117,150]	0.9622436480641172
14600	15100	15600	0.0038753023837006305	0.0065464164110511005	133.76470588235293	(117,150]	1.2301297126416773
14700	15200	15700	0.0035677072011054477	0.005974612277427214	136.8	(117,150]	0.9804550885571702
14800	15300	15800	0.0031736997945293055	0.00526360762080584	137	(117,150]	0.6606397706011782
14900	15400	15900	0.0024155371572925064	0.00414964608789284	146.41666666666666	(117,150]	0.04524010845451614
15000	15500	16000	0.0027539007863305928	0.0046564570737218786	141.6153846153846	(117,150]	0.31988944194273455
15100	15600	16100	0.002172011719342933	0.0035597446788414545	154.11111111111111	(150,182]	-0.35234320053096047
15200	15700	16200	0.0018586894418415514	0.003069784190414397	156.5	(150,182]	-0.689842324950594
15300	15800	16300	0.0016246160827681924	0.0026759970863635997	162.85714285714286	(150,182]	-0.9419774567618734
15400	15900	16400	0.001389275769942586	0.002297904784433264	197	(182,215]	-1.2460557756122534
15500	16000	16500	0.0010584401676375877	0.0017641573130664594	228.6	(215,247]	-1.73137426145665
15600	16100	16600	0.0017746308206811673	0.003056778270290663	197.25	(182,215]	-0.8175899658273387
15700	16200	16700	0.0022916694382378055	0.0038972588114574345	204.8	(182,215]	-0.24270877629347548
15800	16300	16800	0.0024552526904286524	0.004196563225790997	193.36363636363637	(182,215]	-0.06082500317861635
15900	16400	16900	0.0035047243455913644	0.005785019657435052	171.57142857142858	(150,182]	1.0832053600397202
16000	16500	17000	0.0030104816572027746	0.004989274292177971	185.25	(182,215]	0.5565189979158471
16100	16600	17100	0.003271953122381014	0.005495470162304286	187.28571428571428	(182,215]	0.8472420151658349
16200	16700	17200	0.0038772812972826735	0.0066369359585645785	177.64705882352942	(150,182]	1.4845098762553286
16300	16800	17300	0.00406583964968542	0.006971468386187754	174.16666666666666	(150,182]	1.6876179327440823
16400	16900	17400	0.004879028299904848	0.008469616736242825	211.43478260869566	(182,215]	2.634105236507404
16500	17000	17500	0.004814067009036822	0.008331574044230124	211.6086956521739	(182,215]	2.561876542363924
16600	17100	17600	0.0038687482792828538	0.006736152282446921	222.75	(215,247]	0.7046166026313114
16700	17200	17700	0.0033517096617262155	0.00589567174128015	221.38888888888889	(215,247]	0.25644462336343027
16800	17300	17800	0.0031881264095353686	0.005596367326946587	229.76470588235293	(215,247]	0.11464974108576793
16900	17400	17900	0.002651300311063157	0.004845554147956743	238.75	(215,247]	-0.3506741378382089
17000	17500	18000	0.002651300311063157	0.004845554147956743	238.75	(215,247]	-0.3506741378382089
17100	17600	18100	0.0025534120980757647	0.004638662692163993	233.33333333333334	(215,247]	-0.4355241909519878
17200	17700	18200	0.0021892720419859862	0.003899636136135431	234.57142857142858	(215,247]	-0.751162837905851
17300	17800	18300	0.002507960066394834	0.004244296974503781	228.07142857142858	(215,247]	-0.47492226743697613
17400	17900	18400	0.001530694821777558	0.0024438708374346176	138.625	(117,150]	-0.6729853059678612
17500	18000	18500	0.0015255666166493528	0.0024260122128431706	92.75	(84.7,117]	-0.5195109596995489
17600	18100	18600	0.0014246633045048229	0.002218580173211031	71	(52.2,84.7]	-0.15373115690473588
17700	18200	18700	0.0014246633045048229	0.002218580173211031	71	(52.2,84.7]	-0.15373115690473588
17800	18300	18800	0.0014246633045048229	0.002218580173211031	71	(52.2,84.7]	-0.15373115690473588
17900	18400	18900	9.120177478143224e-4	0.0013809369205568197	59.666666666666664	(52.2,84.7]	-0.754549835722352
18000	18500	19000	0.0010474244969944767	0.0016409027454846663	70.85714285714286	(52.2,84.7]	-0.5958536311348908
18100	18600	19100	0.0013873500167334543	0.002031625922924196	70.42857142857143	(52.2,84.7]	-0.1974621908882605
18200	18700	19200	0.0011461618979215732	0.001629186682692465	62.2	(52.2,84.7]	-0.4801337658192169
18300	18800	19300	6.389155211099789e-4	9.499934167009393e-4	71.75	(52.2,84.7]	-1.0746246259730274
18400	18900	19400	0.0011213716614608563	0.0016169022963598326	68.8	(52.2,84.7]	-0.5091878304132
18500	19000	19500	0.0011213716614608563	0.0016169022963598326	80.25	(52.2,84.7]	-0.5091878304132
18600	19100	19600	0.0011213716614608563	0.0016169022963598326	80.25	(52.2,84.7]	-0.5091878304132
18700	19200	19700	0.0011213716614608563	0.0016169022963598326	80.25	(52.2,84.7]	-0.5091878304132
18800	19300	19800	0.0014002832260867064	0.00206194734817831	74	(52.2,84.7]	-0.18230451780384546
18900	19400	19900	0.0014002832260867064	0.00206194734817831	80	(52.2,84.7]	-0.18230451780384546
19000	19500	20000	0.0019255836108239487	0.002805087475277676	55.666666666666664	(52.2,84.7]	0.4333455722461084
19100	19600	20100	0.0016015103227650918	0.002485862241594071	48.333333333333336	(19.4,52.2]	-0.19882996487437374
19200	19700	20200	0.0016015103227650918	0.002485862241594071	48.333333333333336	(19.4,52.2]	-0.19882996487437374
19300	19800	20300	0.0016015103227650918	0.002485862241594071	48.333333333333336	(19.4,52.2]	-0.19882996487437374
19400	19900	20400	0.0012266156625337274	0.0020369352881672354	77	(52.2,84.7]	-0.38584225401477307
19500	20000	20500	0.0019077715613135288	0.0030785687824610056	106.125	(84.7,117]	-0.19335621470850858
19600	20100	20600	0.002241343983432797	0.0036891862362168457	117.8	(117,150]	-0.09615227238373726
19700	20200	20700	0.002241343983432797	0.0036891862362168457	117.8	(117,150]	-0.09615227238373726
19800	20300	20800	0.0019624324188069462	0.0032441411843983684	125.44444444444444	(117,150]	-0.322544439722809
19900	20400	20900	0.0019624324188069462	0.0032441411843983684	125.44444444444444	(117,150]	-0.322544439722809
20000	20500	21000	0.0013017252848895498	0.0022410352323711563	162.83333333333334	(150,182]	-1.289783436075675
20100	20600	21100	0.0015570204134980011	0.002613893330181338	163.14285714285714	(150,182]	-1.0147890020346095
20200	20700	21200	0.002175870241231157	0.003556138230836959	154.66666666666666	(150,182]	-0.3481869440106312
20300	20800	21300	0.002383751451967879	0.003916041055081261	149.5	(117,150]	0.019439691291833334
20400	20900	21400	0.002276189971848366	0.003698059128849203	140.66666666666666	(117,150]	-0.06786782727277335
20500	21000	21500	0.0015950340730685644	0.0026564256345554325	125.57142857142857	(117,150]	-0.6207612163562178
20600	21100	21600	0.0012614616509492968	0.002045808180799593	110	(84.7,117]	-0.7448850396043895
20700	21200	21700	0.002655622712901619	0.003991809885105641	77.72727272727273	(52.2,84.7]	1.288948674762246
20800	21300	21800	0.0032361421934210995	0.0048390331693366154	72.23076923076923	(52.2,84.7]	1.9693153389449538
20900	21400	21900	0.003585132535826719	0.005366684632824552	71.92857142857143	(52.2,84.7]	2.378330717519359
21000	21500	22000	0.005119576563966205	0.007483796303416831	62.89473684210526	(52.2,84.7]	4.176693390665358
21100	21600	22100	0.005248453177594012	0.007726678700788566	58.523809523809526	(52.2,84.7]	4.3277363007614165
21200	21700	22200	0.005839876388950264	0.008529705238009368	51.36363636363637	(19.4,52.2]	2.0661115240095516
21300	21800	22300	0.005631995178213543	0.008169802413765066	48.625	(19.4,52.2]	1.9550218324622588
21400	21900	22400	0.005631995178213543	0.008169802413765066	47.32	(19.4,52.2]	1.9550218324622588
21500	22000	22500	0.005631995178213543	0.008169802413765066	47.32	(19.4,52.2]	1.9550218324622588
21600	22100	22600	0.005631995178213543	0.008169802413765066	47.32	(19.4,52.2]	1.9550218324622588
21700	22200	22700	0.00423783411626122	0.006223800709459017	46.21052631578947	(19.4,52.2]	1.209995758241059
21800	22300	22800	0.0036573146357417397	0.005376577425228043	46.705882352941174	(19.4,52.2]	0.8997718096718018
21900	22400	22900	0.0033083242933361207	0.004848925961740106	45.375	(19.4,52.2]	0.7132747744013803
22000	22500	23000	0.0017738802651966346	0.002731814291147827	48.90909090909091	(19.4,52.2]	-0.10671714876712096
22100	22600	23100	0.0012102730390894086	0.0017452714378764233	43.857142857142854	(19.4,52.2]	-0.4079033535240907
22200	22700	23200	0	0	39	(19.4,52.2]	-1.0546614617916261
22300	22800	23300	4.844036697247706e-4	6.730116670092565e-4	64.25	(52.2,84.7]	-1.2557119390285294
22400	22900	23400	0.0011584418565329943	0.0017821502728201746	106.16666666666667	(84.7,117]	-0.8327970230728438
22500	23000	23500	0.0015966686776126336	0.002444197086187615	127.88888888888889	(117,150]	-0.6194344098970789
22600	23100	23600	0.0015966686776126336	0.002444197086187615	168.54545454545453	(150,182]	-0.9720813639753023
22700	23200	23700	0.0016014763699203258	0.00246109488035335	189.16666666666666	(182,215]	-1.0101156945570133
22800	23300	23800	0.0016014763699203258	0.00246109488035335	189.16666666666666	(182,215]	-1.0101156945570133
22900	23400	23900	0.002189713228484874	0.003500238118851269	171.6	(150,182]	-0.33327579209785
23000	23500	24000	0.0026241959871055637	0.0041111024209061625	154.58823529411765	(150,182]	0.1347329041853662
23100	23600	24100	0.0026241959871055637	0.0041111024209061625	154.58823529411765	(150,182]	0.1347329041853662
23200	23700	24200	0.0026241959871055637	0.0041111024209061625	154.58823529411765	(150,182]	0.1347329041853662
23300	23800	24300	0.0021397923173807933	0.003438090753896906	170.5	(150,182]	-0.3870487440954408
23400	23900	24400	0.0014657541305725694	0.0023289521480859875	166.33333333333334	(150,182]	-1.1130976535036452
23500	24000	24500	0.0014792379120163236	0.0025519240273948664	188.76923076923077	(182,215]	-1.1460293143533913
23600	24100	24600	0.0016539982783107042	0.0029211785291812283	193.92307692307693	(182,215]	-0.9517180117790112
23700	24200	24700	0.001914520774682257	0.0033376796083062392	174.23076923076923	(150,182]	-0.6297028860980975
23800	24300	24800	0.001914520774682257	0.0033376796083062392	174.23076923076923	(150,182]	-0.6297028860980975
23900	24400	24900	0.0021991375064088284	0.0035377819944463146	175.25	(150,182]	-0.32312430981900747
24000	24500	25000	0.0017979880811214719	0.003011683768106231	191.72727272727272	(182,215]	-0.7916196626232388
24100	24600	25100	0.0017979880811214719	0.003011683768106231	180.66666666666666	(150,182]	-0.7552275770222946
24200	24700	25200	0.0020629795145880626	0.003443544543920476	174.69230769230768	(150,182]	-0.46978864338859033
24300	24800	25300	0.002284951768056379	0.003822225552414456	165.93333333333334	(150,182]	-0.2306883732500289
24400	24900	25400	0.002284951768056379	0.003822225552414456	177.42857142857142	(150,182]	-0.2306883732500289
24500	25000	25500	0.001833241165532986	0.0029372068597381365	151.2	(150,182]	-0.7172542633567032
24600	25100	25600	0.0025939200703280515	0.004047808214470255	170.08333333333334	(150,182]	0.1021208107048221
24700	25200	25700	0.00272400080374	0.004377856171227898	184.64285714285714	(182,215]	0.2379887214045088
24800	25300	25800	0.0028531019491486584	0.0046279302026941424	179.13333333333333	(150,182]	0.3813019077687058
24900	25400	25900	0.001980248358857539	0.003388684578056149	195.76923076923077	(182,215]	-0.5889694123095764
25000	25500	26000	0.002664600661470711	0.004380672122135708	189.42857142857142	(182,215]	0.17194331727662682
25100	25600	26100	0.002664600661470711	0.004380672122135708	188.85714285714286	(182,215]	0.17194331727662682
25200	25700	26200	0.002399609228004121	0.003948811346321463	195.46153846153845	(182,215]	-0.12269345706618968
25300	25800	26300	0.0025894345295741574	0.004275883465462876	233.07142857142858	(215,247]	-0.4042997448961614
25400	25900	26400	0.002765597262861409	0.004594694486447302	234	(215,247]	-0.2516008977120071
25500	26000	26500	0.002765597262861409	0.004594694486447302	234	(215,247]	-0.2516008977120071
25600	26100	26600	0.0018301579917719625	0.0031148386299288218	171.3846153846154	(150,182]	-0.720575343661229
25700	26200	26700	0.0020700773308174815	0.0033572954499531717	123	(117,150]	-0.2351691995968567
25800	26300	26800	0.001940976185408823	0.0031072214184869255	117.92307692307692	(117,150]	-0.3399604374726703
25900	26400	26900	0.001940976185408823	0.0031072214184869255	110	(84.7,117]	-0.16502103523080813
26000	26500	27000	0.0012232905494623176	0.0020304677986925563	114.41666666666667	(84.7,117]	-0.7774583645843992
26100	26600	27100	0.0012232905494623176	0.0020304677986925563	120.18181818181819	(117,150]	-0.9225049684174809
26200	26700	27200	0.0012232905494623176	0.0020304677986925563	120.18181818181819	(117,150]	-0.9225049684174809
26300	26800	27300	8.114929944239648e-4	0.0013247146710571637	46.666666666666664	(19.4,52.2]	-0.6210075200820078
26400	26900	27400	6.353302611367128e-4	0.0010059036500727377	19.727272727272727	(19.4,52.2]	-0.7151471666313717
26500	27000	27500	6.353302611367128e-4	0.0010059036500727377	19.727272727272727	(19.4,52.2]	-0.7151471666313717
26600	27100	27600	6.353302611367128e-4	0.0010059036500727377	22.22222222222222	(19.4,52.2]	-0.7151471666313717
26700	27200	27700	0	0	20.833333333333332	(19.4,52.2]	-1.0546614617916261
26800	27300	27800	3.267355134825013e-4	5.036854613653327e-4	28.833333333333332	(19.4,52.2]	-0.880057190045841
26900	27400	27900	3.561472781883834e-4	5.803342621415169e-4	42.285714285714285	(19.4,52.2]	-0.8643398298406609
27000	27500	28000	4.5975873522449803e-4	7.920218067878322e-4	64.5	(52.2,84.7]	-1.2845957102672607
